Date,ON,1W,1M,2M,3M,6M,9M,1Y,2Y,3Y,5Y,7Y,10Y,15Y
7/4/2025,0.044600208,0.044348352,0.043950338,0.043991622,0.043707268,0.042351854,0.040965431,0.039670862,0.036156726,0.035260211,0.035474011,0.036509285,0.038174772,0.04036608
7/3/2025,0.044600208,0.044354484,0.043963487,0.043991679,0.043683528,0.042289059,0.040907511,0.039613184,0.036098556,0.035191603,0.035364161,0.036377911,0.038026481,0.040211585
7/2/2025,0.045013891,0.044503332,0.043902008,0.043729648,0.043272963,0.041488572,0.039921756,0.038524711,0.035103142,0.034374951,0.034799087,0.035976882,0.037770325,0.040062428
7/1/2025,0.045115268,0.044668577,0.043867975,0.043697026,0.043292604,0.041393716,0.039836091,0.03839211,0.034778119,0.033980299,0.034302572,0.035380703,0.037065036,0.039290219
6/30/2025,0.044507005,0.04425701,0.043798134,0.043703114,0.043383221,0.041642356,0.040017453,0.038553875,0.034892311,0.034029433,0.03438562,0.035577611,0.037394999,0.039696057
6/27/2025,0.044602934,0.044344076,0.043838908,0.043664555,0.043366799,0.041694861,0.040172145,0.038746245,0.03509367,0.034192509,0.034465299,0.035611664,0.037378777,0.039662028
6/26/2025,0.044202878,0.044092825,0.043859275,0.043620223,0.043297134,0.041586691,0.040045959,0.038626084,0.034980264,0.034070875,0.034334613,0.035477982,0.037258742,0.03953601
6/25/2025,0.043594614,0.04372423,0.043797531,0.043629672,0.043374344,0.041913316,0.040589612,0.039218954,0.035759905,0.034873553,0.035081273,0.036138889,0.037781553,0.039948389
6/24/2025,0.043493246,0.043606572,0.043738521,0.04362163,0.043495075,0.042194144,0.040881785,0.03960561,0.036070314,0.035169867,0.035419855,0.036511523,0.038175677,0.040363719
6/23/2025,0.043493246,0.043605796,0.043731658,0.04362163,0.043514702,0.04230732,0.041081894,0.039857578,0.036353453,0.035360956,0.035500031,0.036488368,0.038057691,0.040165235
6/20/2025,0.043386706,0.04351182,0.043692622,0.043623765,0.043534166,0.042473053,0.041311046,0.040189369,0.036919568,0.03602755,0.03622796,0.037224027,0.038793593,0.040860817
6/19/2025,0.043693379,0.043715539,0.043718477,0.04367745,0.043629097,0.042572915,0.041415668,0.040274168,0.036949106,0.036021049,0.036166081,0.037111853,0.038615607,0.040602915
6/18/2025,0.043693379,0.043722785,0.043723158,0.043647612,0.04358642,0.042606791,0.041492937,0.040346253,0.036844132,0.035826195,0.035890173,0.036820751,0.038330991,0.04033033
6/17/2025,0.043797369,0.043784629,0.043734817,0.043686103,0.043629193,0.042614783,0.041526524,0.040347972,0.037131792,0.036258413,0.036469702,0.037468423,0.039003901,0.041049171
6/16/2025,0.043391867,0.043534003,0.043706598,0.043628264,0.04359605,0.042571104,0.041432525,0.040312357,0.037048365,0.036185805,0.036386373,0.03736938,0.038867641,0.04085905
6/13/2025,0.043386706,0.043505788,0.043652455,0.043548766,0.043476481,0.042405051,0.041228686,0.040073753,0.036853028,0.03599929,0.036179285,0.037131696,0.038611393,0.040568882
6/12/2025,0.043391867,0.043530777,0.043643342,0.043530672,0.043458768,0.04234269,0.041064474,0.039852504,0.036654558,0.035822776,0.036077635,0.037124349,0.038693911,0.040713305
6/11/2025,0.043391867,0.043497219,0.043635349,0.04357452,0.043506353,0.042575292,0.04143737,0.040239819,0.03716832,0.036391803,0.036718798,0.037776239,0.039321968,0.041317519
6/10/2025,0.043493246,0.043559738,0.043631644,0.043601929,0.043563634,0.042763517,0.041623459,0.040516229,0.037392129,0.036590469,0.036808971,0.037767217,0.03921929,0.041135482
6/9/2025,0.043493246,0.043550087,0.043627039,0.043611665,0.043573447,0.042783149,0.04166248,0.040593693,0.037677456,0.036945622,0.037225445,0.038223304,0.039717215,0.04165192
6/6/2025,0.043488057,0.043556971,0.043659223,0.04364093,0.043605384,0.042819863,0.041714438,0.040652735,0.037766146,0.03700408,0.037249907,0.038148464,0.039564433,0.04143324
6/5/2025,0.043391867,0.043500168,0.043606466,0.043538302,0.043434304,0.04231332,0.040880201,0.039577678,0.036219676,0.035351863,0.035628056,0.036705637,0.038334975,0.040403591
6/4/2025,0.043797369,0.043744638,0.043648052,0.043606284,0.043463306,0.042458648,0.041245009,0.040021825,0.036836093,0.035947971,0.036235406,0.037336203,0.038982848,0.041101809
